Cluster,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue
-1,BP,GO:0014051,gamma-aminobutyric acid secretion,7/1185,17/14849,0.000192767728036801,0.00414127798509683,0.00364855765279425
-1,BP,GO:0030815,negative regulation of cAMP metabolic process,7/1185,17/14849,0.000192767728036801,0.00414127798509683,0.00364855765279425
-1,BP,GO:1901293,nucleoside phosphate biosynthetic process,39/1185,269/14849,0.000195487005669912,0.00417969835932336,0.00368240685367183
-1,BP,GO:2001023,regulation of response to drug,18/1185,89/14849,0.000197406611024482,0.00420073783649253,0.00370094309917687
-1,BP,GO:0051258,protein polymerization,36/1185,242/14849,0.000203548145227004,0.00431099609466627,0.003798083067344
-1,BP,GO:0009187,cyclic nucleotide metabolic process,21/1185,113/14849,0.000211845480163811,0.00446566293866438,0.00393434798347222
-1,BP,GO:0051402,neuron apoptotic process,37/1185,253/14849,0.000236736677050827,0.0049670452334496,0.00437607689304972
-1,BP,GO:0030516,regulation of axon extension,19/1185,99/14849,0.00027160048321092,0.00567202869589317,0.00499718294201537
-1,BP,GO:0051590,positive regulation of neurotransmitter transport,10/1185,35/14849,0.000291202272019429,0.00599606211085305,0.0052826635593918
-1,BP,GO:0015812,gamma-aminobutyric acid transport,7/1185,18/14849,0.0002937936891732,0.00599606211085305,0.0052826635593918
-1,BP,GO:0030800,negative regulation of cyclic nucleotide metabolic process,7/1185,18/14849,0.0002937936891732,0.00599606211085305,0.0052826635593918
-1,BP,GO:0050774,negative regulation of dendrite morphogenesis,7/1185,18/14849,0.0002937936891732,0.00599606211085305,0.0052826635593918
-1,BP,GO:1903421,regulation of synaptic vesicle recycling,7/1185,18/14849,0.0002937936891732,0.00599606211085305,0.0052826635593918
-1,BP,GO:0035305,negative regulation of dephosphorylation,17/1185,85/14849,0.000338036851726408,0.00685417393956275,0.00603867909151959
-1,BP,GO:0031111,negative regulation of microtubule polymerization or depolymerization,11/1185,42/14849,0.000338892341777936,0.00685417393956275,0.00603867909151959
-1,BP,GO:0046034,ATP metabolic process,31/1185,203/14849,0.000344527736300292,0.00693690374882651,0.00611156588631814
-1,BP,GO:0045333,cellular respiration,25/1185,151/14849,0.000366850073817692,0.00734279857646972,0.00646916822186689
-1,BP,GO:0043523,regulation of neuron apoptotic process,34/1185,231/14849,0.000369000723229957,0.00734279857646972,0.00646916822186689
-1,BP,GO:0014048,regulation of glutamate secretion,8/1185,24/14849,0.000370703836530578,0.00734279857646972,0.00646916822186689
-1,BP,GO:0015844,monoamine transport,16/1185,78/14849,0.000371228346739115,0.00734279857646972,0.00646916822186689
-1,BP,GO:0007026,negative regulation of microtubule depolymerization,9/1185,30/14849,0.000391003901607188,0.00770003297463278,0.00678389964099636
-1,BP,GO:0051261,protein depolymerization,19/1185,102/14849,0.000403802724726499,0.00791735473372043,0.00697536492540649
-1,BP,GO:0033157,regulation of intracellular protein transport,36/1185,251/14849,0.000417254346501529,0.00814553050344289,0.00717639283365101
-1,BP,GO:0007216,G-protein coupled glutamate receptor signaling pathway,6/1185,14/14849,0.000437488411618724,0.0085035626327622,0.00749182707160248
-1,BP,GO:0030072,peptide hormone secretion,32/1185,215/14849,0.000443988443674319,0.00859270737973144,0.00757036556863926
-1,BP,GO:0009141,nucleoside triphosphate metabolic process,36/1185,252/14849,0.00045038295537229,0.0086790535176892,0.00764643842913516
-1,BP,GO:0015872,dopamine transport,10/1185,37/14849,0.00047713600215535,0.0091553019216988,0.00806602382411068
-1,BP,GO:0006091,generation of precursor metabolites and energy,42/1185,310/14849,0.000493917406436107,0.00943697512722604,0.0083141841585079
-1,BP,GO:0031112,positive regulation of microtubule polymerization or depolymerization,9/1185,31/14849,0.000512335936053625,0.00970627996996109,0.00855144769127037
-1,BP,GO:0060292,long term synaptic depression,9/1185,31/14849,0.000512335936053625,0.00970627996996109,0.00855144769127037
-1,BP,GO:0099601,regulation of neurotransmitter receptor activity,11/1185,44/14849,0.000523803846266803,0.00988184567116784,0.00870612496360303
-1,BP,GO:0032886,regulation of microtubule-based process,31/1185,208/14849,0.000528656378406639,0.00993166166964774,0.00875001396191214
-1,BP,GO:0052652,cyclic purine nucleotide metabolic process,15/1185,73/14849,0.000549626655627339,0.0102825986823615,0.00905919724494536
-1,BP,GO:2000574,regulation of microtubule motor activity,5/1185,10/14849,0.00057532179475835,0.010718650865,0.00944336887836592
-1,BP,GO:0099632,protein transport within plasma membrane,7/1185,20/14849,0.000620988818869619,0.0114742378466032,0.0101090577488067
-1,BP,GO:0099637,neurotransmitter receptor transport,7/1185,20/14849,0.000620988818869619,0.0114742378466032,0.0101090577488067
-1,BP,GO:1905475,regulation of protein localization to membrane,23/1185,139/14849,0.000624160068145479,0.0114855684671033,0.0101190402764914
-1,BP,GO:0060999,positive regulation of dendritic spine development,13/1185,59/14849,0.000630317340466713,0.011551530035492,0.0101771538795871
-1,BP,GO:0009190,cyclic nucleotide biosynthetic process,15/1185,74/14849,0.000639408860618377,0.0116452050982764,0.0102596836852239
-1,BP,GO:1901214,regulation of neuron death,42/1185,314/14849,0.000644097451409612,0.0116452050982764,0.0102596836852239
-1,BP,GO:0018107,peptidyl-threonine phosphorylation,20/1185,114/14849,0.000645803133512431,0.0116452050982764,0.0102596836852239
-1,BP,GO:0061387,regulation of extent of cell growth,20/1185,114/14849,0.000645803133512431,0.0116452050982764,0.0102596836852239
-1,BP,GO:0018210,peptidyl-threonine modification,22/1185,131/14849,0.000660374001572868,0.0118603170682487,0.0104492020964667
-1,BP,GO:0030818,negative regulation of cAMP biosynthetic process,6/1185,15/14849,0.000680114973134417,0.0121036667925052,0.010663598594827
-1,BP,GO:1900452,regulation of long term synaptic depression,6/1185,15/14849,0.000680114973134417,0.0121036667925052,0.010663598594827
-1,BP,GO:0006734,NADH metabolic process,8/1185,26/14849,0.00068201062327479,0.0121036667925052,0.010663598594827
-1,BP,GO:0090066,regulation of anatomical structure size,59/1185,484/14849,0.000692092631319012,0.01223423588434,0.0107786328574258
-1,BP,GO:0030003,cellular cation homeostasis,60/1185,495/14849,0.000721878629373918,0.0126920805451067,0.0111820041468787
-1,BP,GO:0070997,neuron death,45/1185,345/14849,0.00072364646315085,0.0126920805451067,0.0111820041468787
-1,BP,GO:0007264,small GTPase mediated signal transduction,58/1185,475/14849,0.000734610369907481,0.0128342434275665,0.0113072527958727
-1,BP,GO:0019228,neuronal action potential,10/1185,39/14849,0.000752181487781297,0.0130902902330931,0.0115328357041294
-1,BP,GO:0010977,negative regulation of neuron projection development,25/1185,159/14849,0.000806001311756386,0.0139727640532285,0.0123103146904308
-1,BP,GO:0055013,cardiac muscle cell development,14/1185,68/14849,0.000814906217825438,0.0140728035309085,0.0123984516865911
-1,BP,GO:0031114,regulation of microtubule depolymerization,9/1185,33/14849,0.000847700559631826,0.0145273874532324,0.0127989501932358
-1,BP,GO:0097484,dendrite extension,9/1185,33/14849,0.000847700559631826,0.0145273874532324,0.0127989501932358
-1,BP,GO:1903861,positive regulation of dendrite extension,7/1185,21/14849,0.000867821035863146,0.01481565190504,0.0130529175616318
-1,BP,GO:0031116,positive regulation of microtubule polymerization,8/1185,27/14849,0.000902073210722376,0.0153420784702404,0.0135167110282882
-1,BP,GO:1904064,positive regulation of cation transmembrane transport,20/1185,117/14849,0.000906526289438437,0.0153596341116173,0.0135321779372776
-1,BP,GO:0015800,acidic amino acid transport,12/1185,54/14849,0.000931153663865622,0.015717593799837,0.0138475483530155
-1,BP,GO:0008361,regulation of cell size,27/1185,179/14849,0.000976678374903332,0.0164151634262071,0.0144621226481506
-1,BP,GO:1901660,calcium ion export,5/1185,11/14849,0.000985593409416375,0.0164151634262071,0.0144621226481506
-1,BP,GO:1903423,positive regulation of synaptic vesicle recycling,5/1185,11/14849,0.000985593409416375,0.0164151634262071,0.0144621226481506
-1,BP,GO:0030799,regulation of cyclic nucleotide metabolic process,15/1185,77/14849,0.000987103368613791,0.0164151634262071,0.0144621226481506
-1,BP,GO:0010469,regulation of signaling receptor activity,17/1185,93/14849,0.000996324425364492,0.016454618602101,0.0144968835322226
-1,BP,GO:0006865,amino acid transport,20/1185,118/14849,0.00101148730696203,0.016454618602101,0.0144968835322226
-1,BP,GO:0021692,cerebellar Purkinje cell layer morphogenesis,6/1185,16/14849,0.00101512903179999,0.016454618602101,0.0144968835322226
-1,BP,GO:0030803,negative regulation of cyclic nucleotide biosynthetic process,6/1185,16/14849,0.00101512903179999,0.016454618602101,0.0144968835322226
-1,BP,GO:0034643,establishment of mitochondrion localization, microtubule-mediated,6/1185,16/14849,0.00101512903179999,0.016454618602101,0.0144968835322226
-1,BP,GO:0047497,mitochondrion transport along microtubule,6/1185,16/14849,0.00101512903179999,0.016454618602101,0.0144968835322226
-1,BP,GO:1903539,protein localization to postsynaptic membrane,6/1185,16/14849,0.00101512903179999,0.016454618602101,0.0144968835322226
-1,BP,GO:0007616,long-term memory,9/1185,34/14849,0.00107228506459352,0.0172109672532149,0.0151632434503767
-1,BP,GO:2000171,negative regulation of dendrite development,9/1185,34/14849,0.00107228506459352,0.0172109672532149,0.0151632434503767
-1,BP,GO:0007018,microtubule-based movement,34/1185,245/14849,0.00107328971734971,0.0172109672532149,0.0151632434503767
-1,BP,GO:0046058,cAMP metabolic process,15/1185,78/14849,0.00113374027858396,0.0181156364798647,0.0159602770815453
-1,BP,GO:0001964,startle response,8/1185,28/14849,0.00117556652523628,0.0186512144816639,0.0164321331665908
-1,BP,GO:0090313,regulation of protein targeting to membrane,8/1185,28/14849,0.00117556652523628,0.0186512144816639,0.0164321331665908
-1,BP,GO:0046879,hormone secretion,38/1185,286/14849,0.00128933295389122,0.0203841724048295,0.017958907489708
-1,BP,GO:0009306,protein secretion,56/1185,466/14849,0.00130827251647117,0.0206110301717739,0.0181587742083053
-1,BP,GO:1903307,positive regulation of regulated secretory pathway,11/1185,49/14849,0.0013768557584084,0.0216156725708171,0.0190438864192078
-1,BP,GO:0051924,regulation of calcium ion transport,30/1185,211/14849,0.00139754738572214,0.0217231104683853,0.0191385415871977
-1,BP,GO:0007628,adult walking behavior,10/1185,42/14849,0.00139821356912324,0.0217231104683853,0.0191385415871977
-1,BP,GO:0051955,regulation of amino acid transport,10/1185,42/14849,0.00139821356912324,0.0217231104683853,0.0191385415871977
-1,BP,GO:0016311,dephosphorylation,43/1185,337/14849,0.00145857013256931,0.022582689293918,0.0198958495760271
-1,BP,GO:0043242,negative regulation of protein complex disassembly,14/1185,72/14849,0.00146525537473997,0.0226030881626549,0.019913821431311
-1,BP,GO:1905477,positive regulation of protein localization to membrane,16/1185,88/14849,0.00146995584487644,0.0226030881626549,0.019913821431311
-1,BP,GO:0021954,central nervous system neuron development,15/1185,80/14849,0.00148245641183159,0.022694250316487,0.0199941373084886
-1,BP,GO:0048639,positive regulation of developmental growth,26/1185,175/14849,0.00150097684156434,0.022694250316487,0.0199941373084886
-1,BP,GO:0030307,positive regulation of cell growth,24/1185,157/14849,0.0015111567680446,0.022694250316487,0.0199941373084886
-1,BP,GO:0003298,physiological muscle hypertrophy,8/1185,29/14849,0.00151126522152107,0.022694250316487,0.0199941373084886
-1,BP,GO:0003301,physiological cardiac muscle hypertrophy,8/1185,29/14849,0.00151126522152107,0.022694250316487,0.0199941373084886
-1,BP,GO:0061049,cell growth involved in cardiac muscle cell development,8/1185,29/14849,0.00151126522152107,0.022694250316487,0.0199941373084886
-1,BP,GO:0090075,relaxation of muscle,8/1185,29/14849,0.00151126522152107,0.022694250316487,0.0199941373084886
-1,BP,GO:0002790,peptide secretion,59/1185,500/14849,0.00152310155563882,0.0227957532827277,0.0200835636704936
-1,BP,GO:0030814,regulation of cAMP metabolic process,12/1185,57/14849,0.00153774580677561,0.0229384673502408,0.0202092979257309
-1,BP,GO:1903827,regulation of cellular protein localization,58/1185,490/14849,0.00154685494409152,0.0229979427118242,0.0202616970369325
-1,BP,GO:0021702,cerebellar Purkinje cell differentiation,5/1185,12/14849,0.00157903483243249,0.0232454635987602,0.0204797684220234
-1,BP,GO:0098969,neurotransmitter receptor transport to postsynaptic membrane,5/1185,12/14849,0.00157903483243249,0.0232454635987602,0.0204797684220234
-1,BP,GO:1903540,establishment of protein localization to postsynaptic membrane,5/1185,12/14849,0.00157903483243249,0.0232454635987602,0.0204797684220234
-1,BP,GO:1903859,regulation of dendrite extension,7/1185,23/14849,0.00158858527660603,0.0232862903489532,0.0205157376934395
-1,BP,GO:0034767,positive regulation of ion transmembrane transport,21/1185,131/14849,0.00159218065414891,0.0232862903489532,0.0205157376934395
-1,BP,GO:0070509,calcium ion import,13/1185,65/14849,0.00163606949381332,0.0237733075314621,0.0209448106208497
-1,BP,GO:1901880,negative regulation of protein depolymerization,13/1185,65/14849,0.00163606949381332,0.0237733075314621,0.0209448106208497
-1,BP,GO:1903532,positive regulation of secretion by cell,46/1185,369/14849,0.00164265992028095,0.0237920743292305,0.0209613445854526
-1,BP,GO:0090659,walking behavior,10/1185,43/14849,0.00169374674182762,0.0244531282019485,0.0215437476926322
-1,BP,GO:0060402,calcium ion transport into cytosol,20/1185,123/14849,0.00170662694636869,0.0245601121448571,0.0216380029165099
-1,BP,GO:1903829,positive regulation of cellular protein localization,41/1185,320/14849,0.00171773486900617,0.0246409890154559,0.0217092572312937
-1,BP,GO:0032535,regulation of cellular component size,44/1185,351/14849,0.00183806312453108,0.0262831319399508,0.0231560215286215
-1,BP,GO:0015696,ammonium transport,16/1185,90/14849,0.00187525897945206,0.026628109216604,0.0234599541521505
-1,BP,GO:0009914,hormone transport,38/1185,292/14849,0.00188229203793334,0.026628109216604,0.0234599541521505
-1,BP,GO:0009127,purine nucleoside monophosphate biosynthetic process,20/1185,124/14849,0.00188591063048554,0.026628109216604,0.0234599541521505
-1,BP,GO:0009168,purine ribonucleoside monophosphate biosynthetic process,20/1185,124/14849,0.00188591063048554,0.026628109216604,0.0234599541521505
-1,BP,GO:0045921,positive regulation of exocytosis,15/1185,82/14849,0.00191679506860514,0.0267720288739907,0.0235867505587755
-1,BP,GO:0021680,cerebellar Purkinje cell layer development,8/1185,30/14849,0.00191863297421704,0.0267720288739907,0.0235867505587755
-1,BP,GO:0032594,protein transport within lipid bilayer,8/1185,30/14849,0.00191863297421704,0.0267720288739907,0.0235867505587755
-1,BP,GO:0010923,negative regulation of phosphatase activity,14/1185,74/14849,0.00192591655374142,0.0267720288739907,0.0235867505587755
-1,BP,GO:0055006,cardiac cell development,14/1185,74/14849,0.00192591655374142,0.0267720288739907,0.0235867505587755
-1,BP,GO:0051928,positive regulation of calcium ion transport,17/1185,99/14849,0.00202705496154107,0.0279586127250182,0.0246321572196972
-1,BP,GO:0051954,positive regulation of amine transport,10/1185,44/14849,0.00203784759346315,0.0279586127250182,0.0246321572196972
-1,BP,GO:0098930,axonal transport,10/1185,44/14849,0.00203784759346315,0.0279586127250182,0.0246321572196972
-1,BP,GO:0021696,cerebellar cortex morphogenesis,9/1185,37/14849,0.00204723978332044,0.0279586127250182,0.0246321572196972
-1,BP,GO:0051654,establishment of mitochondrion localization,6/1185,18/14849,0.00204863776982873,0.0279586127250182,0.0246321572196972
-1,BP,GO:1902307,positive regulation of sodium ion transmembrane transport,6/1185,18/14849,0.00204863776982873,0.0279586127250182,0.0246321572196972
-1,BP,GO:0003015,heart process,26/1185,179/14849,0.00208035629921689,0.0283054538893449,0.02493773196956
-1,BP,GO:0060384,innervation,7/1185,24/14849,0.00209006586957828,0.0283516488048534,0.024978430713548
-1,BP,GO:0010771,negative regulation of cell morphogenesis involved in differentiation,16/1185,91/14849,0.00211059597661348,0.0285439034186582,0.025147811287614
-1,BP,GO:0007187,G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger,24/1185,161/14849,0.00213604362573216,0.0288013089475598,0.0253745912612659
-1,BP,GO:0032984,protein-containing complex disassembly,27/1185,189/14849,0.00220306357832802,0.0296160343314156,0.0260923823742726
-1,BP,GO:0090316,positive regulation of intracellular protein transport,26/1185,180/14849,0.0022519701605827,0.030183122450795,0.026591999570997
-1,BP,GO:0006941,striated muscle contraction,20/1185,126/14849,0.00229261556387152,0.0306364401243545,0.0269913824844272
-1,BP,GO:0060401,cytosolic calcium ion transport,21/1185,135/14849,0.00232844779027005,0.0310229394015209,0.0273318969103072
-1,BP,GO:0046717,acid secretion,16/1185,92/14849,0.0023700605090997,0.0313047181541724,0.0275801502340593
-1,BP,GO:0007194,negative regulation of adenylate cyclase activity,5/1185,13/14849,0.00239840156905018,0.0313047181541724,0.0275801502340593
-1,BP,GO:0021694,cerebellar Purkinje cell layer formation,5/1185,13/14849,0.00239840156905018,0.0313047181541724,0.0275801502340593
